x y z p
29.482464 18.049572 1.029550 0.910147
29.428574 18.049572 2.057846 0.832222
29.338829 18.049572 3.083635 0.777067
29.357161 19.038198 -3.085562 0.777067
29.446962 19.038198 -2.059132 0.832222
29.500885 19.038198 -1.030194 0.910147
29.518867 19.038198 0.000000 0.950000
29.500885 19.038198 1.030194 0.910147
29.446962 19.038198 2.059132 0.832222
29.357161 19.038198 3.085562 0.777067
29.334658 20.053152 -3.083197 0.777067
29.424391 20.053152 -2.057554 0.832222
29.478273 20.053152 -1.029404 0.910147
29.496241 20.053152 0.000000 0.950000
29.478273 20.053152 1.029404 0.910147
29.424391 20.053152 2.057554 0.832222
29.334658 20.053152 3.083197 0.777067
29.498110 20.768570 -3.100376 0.777067
29.588343 20.768570 -2.069018 0.832222
29.642525 20.768570 -1.035140 0.910147
29.660593 20.768570 0.000000 0.950000
29.642525 20.768570 1.035140 0.910147
29.588343 20.768570 2.069018 0.832222
29.498110 20.768570 3.100376 0.777067
30.363838 -21.006983 -3.191368 0.777067
30.456718 -21.006983 -2.129741 0.832222
30.512491 -21.006983 -1.065520 0.910147
30.531090 -21.006983 0.000000 0.950000
30.512491 -21.006983 1.065520 0.910147
30.456718 -21.006983 2.129741 0.832222
30.363838 -21.006983 3.191368 0.777067
30.294285 -20.001627 -3.184057 0.777067
30.386951 -20.001627 -2.124862 0.832222
30.442596 -20.001627 -1.063079 0.910147
30.461153 -20.001627 0.000000 0.950000
30.442596 -20.001627 1.063079 0.910147
30.386951 -20.001627 2.124862 0.832222
30.294285 -20.001627 3.184057 0.777067
30.307339 -18.975948 -3.185430 0.777067
30.400047 -18.975948 -2.125778 0.832222
30.455715 -18.975948 -1.063537 0.910147
30.474279 -18.975948 0.000000 0.950000
30.455715 -18.975948 1.063537 0.910147
30.400047 -18.975948 2.125778 0.832222
30.307339 -18.975948 3.185430 0.777067
30.345999 -18.016687 -3.189493 0.777067
30.438826 -18.016687 -2.128490 0.832222
30.494566 -18.016687 -1.064894 0.910147
30.513153 -18.016687 0.000000 0.950000
30.494566 -18.016687 1.064894 0.910147
30.438826 -18.016687 2.128490 0.832222
30.345999 -18.016687 3.189493 0.777067
30.330885 -16.954035 -3.187904 0.777067
30.423664 -16.954035 -2.127430 0.832222
30.479378 -16.954035 -1.064363 0.910147
30.497955 -16.954035 0.000000 0.950000
30.479378 -16.954035 1.064363 0.910147
30.423664 -16.954035 2.127430 0.832222
30.330885 -16.954035 3.187904 0.777067
30.341543 -15.956329 -3.189025 0.777067
30.434357 -15.956329 -2.128177 0.832222
30.490088 -15.956329 -1.064737 0.910147
30.508673 -15.956329 0.000000 0.950000
30.490088 -15.956329 1.064737 0.910147
30.434357 -15.956329 2.128177 0.832222
30.341543 -15.956329 3.189025 0.777067
30.316402 -14.979868 -3.186382 0.777067
30.409138 -14.979868 -2.126414 0.832222
30.464823 -14.979868 -1.063855 0.910147
30.483393 -14.979868 0.000000 0.950000
30.464823 -14.979868 1.063855 0.910147
30.409138 -14.979868 2.126414 0.832222
30.316402 -14.979868 3.186382 0.777067
30.363386 -13.978017 -3.191320 0.777067
30.456266 -13.978017 -2.129709 0.832222
30.512037 -13.978017 -1.065504 0.910147
30.530636 -13.978017 0.000000 0.950000
30.512037 -13.978017 1.065504 0.910147
30.456266 -13.978017 2.129709 0.832222
30.363386 -13.978017 3.191320 0.777067
30.372032 -13.000936 -3.192229 0.777067
30.464937 -13.000936 -2.130316 0.832222
30.520727 -13.000936 -1.065807 0.910147
30.539330 -13.000936 0.000000 0.950000
30.520727 -13.000936 1.065807 0.910147
30.464937 -13.000936 2.130316 0.832222
30.372032 -13.000936 3.192229 0.777067
30.348549 -12.038921 -3.189761 0.777067
30.441383 -12.038921 -2.128669 0.832222
30.497128 -12.038921 -1.064983 0.910147
30.515717 -12.038921 0.000000 0.950000
30.497128 -12.038921 1.064983 0.910147
30.441383 -12.038921 2.128669 0.832222
30.348549 -12.038921 3.189761 0.777067
30.318914 -11.023713 -3.186646 0.777067
30.411657 -11.023713 -2.126590 0.832222
30.467348 -11.023713 -1.063943 0.910147
30.485918 -11.023713 0.000000 0.950000
30.467348 -11.023713 1.063943 0.910147
30.411657 -11.023713 2.126590 0.832222
30.318914 -11.023713 3.186646 0.777067
30.350540 -9.980624 -3.189970 0.777067
30.443380 -9.980624 -2.128808 0.832222
30.499128 -9.980624 -1.065053 0.910147
30.517719 -9.980624 0.000000 0.950000
30.499128 -9.980624 1.065053 0.910147
30.443380 -9.980624 2.128808 0.832222
30.350540 -9.980624 3.189970 0.777067
30.323898 -9.026037 -3.187170 0.777067
30.416656 -9.026037 -2.126940 0.832222
30.472357 -9.026037 -1.064118 0.910147
30.490931 -9.026037 0.000000 0.950000
30.472357 -9.026037 1.064118 0.910147
30.416656 -9.026037 2.126940 0.832222
30.323898 -9.026037 3.187170 0.777067
30.357857 -8.042279 -3.190739 0.777067
30.450720 -8.042279 -2.129322 0.832222
30.506481 -8.042279 -1.065310 0.910147
30.525076 -8.042279 0.000000 0.950000
30.506481 -8.042279 1.065310 0.910147
30.450720 -8.042279 2.129322 0.832222
30.357857 -8.042279 3.190739 0.777067
30.301449 -6.978186 -3.184811 0.777067
30.394138 -6.978186 -2.125365 0.832222
30.449797 -6.978186 -1.063330 0.910147
30.468357 -6.978186 0.000000 0.950000
30.449797 -6.978186 1.063330 0.910147
30.394138 -6.978186 2.125365 0.832222
30.301449 -6.978186 3.184811 0.777067
30.344084 -6.035851 -3.189292 0.777067
30.436903 -6.035851 -2.128356 0.832222
30.492640 -6.035851 -1.064826 0.910147
30.511227 -6.035851 0.000000 0.950000
30.492640 -6.035851 1.064826 0.910147
30.436903 -6.035851 2.128356 0.832222
30.344084 -6.035851 3.189292 0.777067
30.292538 -5.020675 -3.183874 0.777067
30.385201 -5.020675 -2.124740 0.832222
30.440842 -5.020675 -1.063018 0.910147
30.459396 -5.020675 0.000000 0.950000
30.440842 -5.020675 1.063018 0.910147
30.385201 -5.020675 2.124740 0.832222
30.292538 -5.020675 3.183874 0.777067
30.368595 -3.971337 -3.191868 0.777067
30.461491 -3.971337 -2.130075 0.832222
30.517273 -3.971337 -1.065687 0.910147
30.535873 -3.971337 0.000000 0.950000
30.517273 -3.971337 1.065687 0.910147
30.461491 -3.971337 2.130075 0.832222
30.368595 -3.971337 3.191868 0.777067
30.325035 -2.989774 -3.187289 0.777067
30.417797 -2.989774 -2.127019 0.832222
30.473499 -2.989774 -1.064158 0.910147
30.492073 -2.989774 0.000000 0.950000
30.473499 -2.989774 1.064158 0.910147
30.417797 -2.989774 2.127019 0.832222
30.325035 -2.989774 3.187289 0.777067
30.327044 -2.020070 -3.187501 0.777067
30.419811 -2.020070 -2.127160 0.832222
30.475517 -2.020070 -1.064228 0.910147
30.494093 -2.020070 0.000000 0.950000
30.475517 -2.020070 1.064228 0.910147
30.419811 -2.020070 2.127160 0.832222
30.327044 -2.020070 3.187501 0.777067
30.300592 -0.989418 -3.184721 0.777067
30.393280 -0.989418 -2.125305 0.832222
30.448936 -0.989418 -1.063300 0.910147
30.467497 -0.989418 0.000000 0.950000
30.448936 -0.989418 1.063300 0.910147
30.393280 -0.989418 2.125305 0.832222
30.300592 -0.989418 3.184721 0.777067
30.316549 -0.031922 -3.186398 0.777067
30.409286 -0.031922 -2.126424 0.832222
30.464972 -0.031922 -1.063860 0.910147
30.483541 -0.031922 0.000000 0.950000
30.464972 -0.031922 1.063860 0.910147
30.409286 -0.031922 2.126424 0.832222
30.316549 -0.031922 3.186398 0.777067
30.300592 0.989418 -3.184721 0.777067
30.393280 0.989418 -2.125305 0.832222
30.448936 0.989418 -1.063300 0.910147
30.467497 0.989418 0.000000 0.950000
30.448936 0.989418 1.063300 0.910147
30.393280 0.989418 2.125305 0.832222
30.300592 0.989418 3.184721 0.777067
30.327044 2.020070 -3.187501 0.777067
30.419811 2.020070 -2.127160 0.832222
30.475517 2.020070 -1.064228 0.910147
30.494093 2.020070 0.000000 0.950000
30.475517 2.020070 1.064228 0.910147
30.419811 2.020070 2.127160 0.832222
30.327044 2.020070 3.187501 0.777067
30.325035 2.989774 -3.187289 0.777067
30.417797 2.989774 -2.127019 0.832222
30.473499 2.989774 -1.064158 0.910147
30.492073 2.989774 0.000000 0.950000
30.473499 2.989774 1.064158 0.910147
30.417797 2.989774 2.127019 0.832222
30.325035 2.989774 3.187289 0.777067
30.368595 3.971337 -3.191868 0.777067
30.461491 3.971337 -2.130075 0.832222
30.517273 3.971337 -1.065687 0.910147
30.535873 3.971337 0.000000 0.950000
30.517273 3.971337 1.065687 0.910147
30.461491 3.971337 2.130075 0.832222
30.368595 3.971337 3.191868 0.777067
30.292538 5.020675 -3.183874 0.777067
30.385201 5.020675 -2.124740 0.832222
30.440842 5.020675 -1.063018 0.910147
30.459396 5.020675 0.000000 0.950000
30.440842 5.020675 1.063018 0.910147
30.385201 5.020675 2.124740 0.832222
30.292538 5.020675 3.183874 0.777067
30.344084 6.035851 -3.189292 0.777067
30.436903 6.035851 -2.128356 0.832222
30.492640 6.035851 -1.064826 0.910147
30.511227 6.035851 0.000000 0.950000
30.492640 6.035851 1.064826 0.910147
30.436903 6.035851 2.128356 0.832222
30.344084 6.035851 3.189292 0.777067
30.301449 6.978186 -3.184811 0.777067
30.394138 6.978186 -2.125365 0.832222
30.449797 6.978186 -1.063330 0.910147
30.468357 6.978186 0.000000 0.950000
30.449797 6.978186 1.063330 0.910147
30.394138 6.978186 2.125365 0.832222
30.301449 6.978186 3.184811 0.777067
30.357857 8.042279 -3.190739 0.777067
30.450720 8.042279 -2.129322 0.832222
30.506481 8.042279 -1.065310 0.910147
30.525076 8.042279 0.000000 0.950000
30.506481 8.042279 1.065310 0.910147
30.450720 8.042279 2.129322 0.832222
30.357857 8.042279 3.190739 0.777067
30.323898 9.026037 -3.187170 0.777067
30.416656 9.026037 -2.126940 0.832222
30.472357 9.026037 -1.064118 0.910147
30.490931 9.026037 0.000000 0.950000
30.472357 9.026037 1.064118 0.910147
30.416656 9.026037 2.126940 0.832222
30.323898 9.026037 3.187170 0.777067
30.350540 9.980624 -3.189970 0.777067
30.443380 9.980624 -2.128808 0.832222
30.499128 9.980624 -1.065053 0.910147
30.517719 9.980624 0.000000 0.950000
30.499128 9.980624 1.065053 0.910147
30.443380 9.980624 2.128808 0.832222
30.350540 9.980624 3.189970 0.777067
30.318914 11.023713 -3.186646 0.777067
30.411657 11.023713 -2.126590 0.832222
30.467348 11.023713 -1.063943 0.910147
30.485918 11.023713 0.000000 0.950000
30.467348 11.023713 1.063943 0.910147
30.411657 11.023713 2.126590 0.832222
30.318914 11.023713 3.186646 0.777067
30.348549 12.038921 -3.189761 0.777067
30.441383 12.038921 -2.128669 0.832222
30.497128 12.038921 -1.064983 0.910147
30.515717 12.038921 0.000000 0.950000
30.497128 12.038921 1.064983 0.910147
30.441383 12.038921 2.128669 0.832222
30.348549 12.038921 3.189761 0.777067
30.372032 13.000936 -3.192229 0.777067
30.464937 13.000936 -2.130316 0.832222
30.520727 13.000936 -1.065807 0.910147
30.539330 13.000936 0.000000 0.950000
30.520727 13.000936 1.065807 0.910147
30.464937 13.000936 2.130316 0.832222
30.372032 13.000936 3.192229 0.777067
30.363386 13.978017 -3.191320 0.777067
30.456266 13.978017 -2.129709 0.832222
30.512037 13.978017 -1.065504 0.910147
30.530636 13.978017 0.000000 0.950000
30.512037 13.978017 1.065504 0.910147
30.456266 13.978017 2.129709 0.832222
30.363386 13.978017 3.191320 0.777067
30.316402 14.979868 -3.186382 0.777067
30.409138 14.979868 -2.126414 0.832222
30.464823 14.979868 -1.063855 0.910147
30.483393 14.979868 0.000000 0.950000
30.464823 14.979868 1.063855 0.910147
30.409138 14.979868 2.126414 0.832222
30.316402 14.979868 3.186382 0.777067
30.341543 15.956329 -3.189025 0.777067
30.434357 15.956329 -2.128177 0.832222
30.490088 15.956329 -1.064737 0.910147
30.508673 15.956329 0.000000 0.950000
30.490088 15.956329 1.064737 0.910147
30.434357 15.956329 2.128177 0.832222
30.341543 15.956329 3.189025 0.777067
30.330885 16.954035 -3.187904 0.777067
30.423664 16.954035 -2.127430 0.832222
30.479378 16.954035 -1.064363 0.910147
30.497955 16.954035 0.000000 0.950000
30.479378 16.954035 1.064363 0.910147
30.423664 16.954035 2.127430 0.832222
30.330885 16.954035 3.187904 0.777067
30.345999 18.016687 -3.189493 0.777067
30.438826 18.016687 -2.128490 0.832222
30.494566 18.016687 -1.064894 0.910147
30.513153 18.016687 0.000000 0.950000
30.494566 18.016687 1.064894 0.910147
30.438826 18.016687 2.128490 0.832222
30.345999 18.016687 3.189493 0.777067
30.307339 18.975948 -3.185430 0.777067
30.400047 18.975948 -2.125778 0.832222
30.455715 18.975948 -1.063537 0.910147
30.474279 18.975948 0.000000 0.950000
30.455715 18.975948 1.063537 0.910147
30.400047 18.975948 2.125778 0.832222
30.307339 18.975948 3.185430 0.777067
30.294285 20.001627 -3.184057 0.777067
30.386951 20.001627 -2.124862 0.832222
30.442596 20.001627 -1.063079 0.910147
30.461153 20.001627 0.000000 0.950000
30.442596 20.001627 1.063079 0.910147
30.386951 20.001627 2.124862 0.832222
30.294285 20.001627 3.184057 0.777067
30.363838 21.006983 -3.191368 0.777067
30.456718 21.006983 -2.129741 0.832222
30.512491 21.006983 -1.065520 0.910147
30.531090 21.006983 0.000000 0.950000
30.512491 21.006983 1.065520 0.910147
30.456718 21.006983 2.129741 0.832222
30.363838 21.006983 3.191368 0.777067
31.378674 -22.055511 -2.745278 0.799870
31.421806 -22.055511 -2.197227 0.832222
31.479347 -22.055511 -1.099283 0.910147
31.498535 -22.055511 0.000000 0.950000
31.479347 -22.055511 1.099283 0.910147
31.421806 -22.055511 2.197227 0.832222
31.378674 -22.055511 2.745278 0.799870
31.337830 -21.019253 -2.741705 0.799870
31.380907 -21.019253 -2.194367 0.832222
31.438372 -21.019253 -1.097852 0.910147
31.457535 -21.019253 0.000000 0.950000
31.438372 -21.019253 1.097852 0.910147
31.380907 -21.019253 2.194367 0.832222
31.337830 -21.019253 2.741705 0.799870
31.377338 -19.965601 -2.745162 0.799870
31.420469 -19.965601 -2.197133 0.832222
31.478008 -19.965601 -1.099236 0.910147
31.497194 -19.965601 0.000000 0.950000
31.478008 -19.965601 1.099236 0.910147
31.420469 -19.965601 2.197133 0.832222
31.377338 -19.965601 2.745162 0.799870
31.328665 -19.015793 -2.740903 0.799870
31.371729 -19.015793 -2.193725 0.832222
31.429176 -19.015793 -1.097531 0.910147
31.448334 -19.015793 0.000000 0.950000
31.429176 -19.015793 1.097531 0.910147
31.371729 -19.015793 2.193725 0.832222
31.328665 -19.015793 2.740903 0.799870
31.365013 -18.038826 -2.744083 0.799870
31.408127 -18.038826 -2.196270 0.832222
31.465643 -18.038826 -1.098804 0.910147
31.484821 -18.038826 0.000000 0.950000
31.465643 -18.038826 1.098804 0.910147
31.408127 -18.038826 2.196270 0.832222
31.365013 -18.038826 2.744083 0.799870
31.408665 -17.004827 -2.747902 0.799870
31.451839 -17.004827 -2.199327 0.832222
31.509436 -17.004827 -1.100334 0.910147
31.528641 -17.004827 0.000000 0.950000
31.509436 -17.004827 1.100334 0.910147
31.451839 -17.004827 2.199327 0.832222
31.408665 -17.004827 2.747902 0.799870
31.414822 -15.991608 -2.748441 0.799870
31.458004 -15.991608 -2.199758 0.832222
31.515612 -15.991608 -1.100549 0.910147
31.534821 -15.991608 0.000000 0.950000
31.515612 -15.991608 1.100549 0.910147
31.458004 -15.991608 2.199758 0.832222
31.414822 -15.991608 2.748441 0.799870
31.385061 -15.000098 -2.745837 0.799870
31.428202 -15.000098 -2.197674 0.832222
31.485754 -15.000098 -1.099507 0.910147
31.504946 -15.000098 0.000000 0.950000
31.485754 -15.000098 1.099507 0.910147
31.428202 -15.000098 2.197674 0.832222
31.385061 -15.000098 2.745837 0.799870
31.427902 -13.980127 -2.749585 0.799870
31.471102 -13.980127 -2.200674 0.832222
31.528732 -13.980127 -1.101008 0.910147
31.547951 -13.980127 0.000000 0.950000
31.528732 -13.980127 1.101008 0.910147
31.471102 -13.980127 2.200674 0.832222
31.427902 -13.980127 2.749585 0.799870
31.363155 -12.950632 -2.743921 0.799870
31.406265 -12.950632 -2.196140 0.832222
31.463778 -12.950632 -1.098739 0.910147
31.482956 -12.950632 0.000000 0.950000
31.463778 -12.950632 1.098739 0.910147
31.406265 -12.950632 2.196140 0.832222
31.363155 -12.950632 2.743921 0.799870
31.406208 -12.000862 -2.747687 0.799870
31.449379 -12.000862 -2.199155 0.832222
31.506969 -12.000862 -1.100248 0.910147
31.526175 -12.000862 0.000000 0.950000
31.506969 -12.000862 1.100248 0.910147
31.449379 -12.000862 2.199155 0.832222
31.406208 -12.000862 2.747687 0.799870
31.371557 -10.966462 -2.744656 0.799870
31.414680 -10.966462 -2.196728 0.832222
31.472206 -10.966462 -1.099034 0.910147
31.491390 -10.966462 0.000000 0.950000
31.472206 -10.966462 1.099034 0.910147
31.414680 -10.966462 2.196728 0.832222
31.371557 -10.966462 2.744656 0.799870
31.375698 -9.972829 -2.745018 0.799870
31.418827 -9.972829 -2.197018 0.832222
31.476362 -9.972829 -1.099179 0.910147
31.495548 -9.972829 0.000000 0.950000
31.476362 -9.972829 1.099179 0.910147
31.418827 -9.972829 2.197018 0.832222
31.375698 -9.972829 2.745018 0.799870
31.346027 -8.998894 -2.742422 0.799870
31.389114 -8.998894 -2.194941 0.832222
31.446596 -8.998894 -1.098139 0.910147
31.465763 -8.998894 0.000000 0.950000
31.446596 -8.998894 1.098139 0.910147
31.389114 -8.998894 2.194941 0.832222
31.346027 -8.998894 2.742422 0.799870
31.378248 -7.987797 -2.745241 0.799870
31.421381 -7.987797 -2.197197 0.832222
31.478920 -7.987797 -1.099268 0.910147
31.498108 -7.987797 0.000000 0.950000
31.478920 -7.987797 1.099268 0.910147
31.421381 -7.987797 2.197197 0.832222
31.378248 -7.987797 2.745241 0.799870
31.377218 -6.988501 -2.745151 0.799870
31.420349 -6.988501 -2.197125 0.832222
31.477888 -6.988501 -1.099232 0.910147
31.497074 -6.988501 0.000000 0.950000
31.477888 -6.988501 1.099232 0.910147
31.420349 -6.988501 2.197125 0.832222
31.377218 -6.988501 2.745151 0.799870
31.343864 -6.002001 -2.742233 0.799870
31.386950 -6.002001 -2.194789 0.832222
31.444426 -6.002001 -1.098063 0.910147
31.463593 -6.002001 0.000000 0.950000
31.444426 -6.002001 1.098063 0.910147
31.386950 -6.002001 2.194789 0.832222
31.343864 -6.002001 2.742233 0.799870
31.366552 -4.970052 -2.744218 0.799870
31.409668 -4.970052 -2.196378 0.832222
31.467186 -4.970052 -1.098858 0.910147
31.486366 -4.970052 0.000000 0.950000
31.467186 -4.970052 1.098858 0.910147
31.409668 -4.970052 2.196378 0.832222
31.366552 -4.970052 2.744218 0.799870
31.346020 -4.019693 -2.742421 0.799870
31.389107 -4.019693 -2.194940 0.832222
31.446589 -4.019693 -1.098139 0.910147
31.465755 -4.019693 0.000000 0.950000
31.446589 -4.019693 1.098139 0.910147
31.389107 -4.019693 2.194940 0.832222
31.346020 -4.019693 2.742421 0.799870
31.380136 -3.016460 -2.745406 0.799870
31.423271 -3.016460 -2.197329 0.832222
31.480814 -3.016460 -1.099334 0.910147
31.500002 -3.016460 0.000000 0.950000
31.480814 -3.016460 1.099334 0.910147
31.423271 -3.016460 2.197329 0.832222
31.380136 -3.016460 2.745406 0.799870
31.382473 -2.015082 -2.745610 0.799870
31.425611 -2.015082 -2.197493 0.832222
31.483158 -2.015082 -1.099416 0.910147
31.502348 -2.015082 0.000000 0.950000
31.483158 -2.015082 1.099416 0.910147
31.425611 -2.015082 2.197493 0.832222
31.382473 -2.015082 2.745610 0.799870
31.353008 -1.022063 -2.743033 0.799870
31.396105 -1.022063 -2.195429 0.832222
31.453598 -1.022063 -1.098384 0.910147
31.472771 -1.022063 0.000000 0.950000
31.453598 -1.022063 1.098384 0.910147
31.396105 -1.022063 2.195429 0.832222
31.353008 -1.022063 2.743033 0.799870
31.369518 -0.032976 -2.744477 0.799870
31.412638 -0.032976 -2.196585 0.832222
31.470161 -0.032976 -1.098962 0.910147
31.489344 -0.032976 0.000000 0.950000
31.470161 -0.032976 1.098962 0.910147
31.412638 -0.032976 2.196585 0.832222
31.369518 -0.032976 2.744477 0.799870
31.353008 1.022063 -2.743033 0.799870
31.396105 1.022063 -2.195429 0.832222
31.453598 1.022063 -1.098384 0.910147
31.472771 1.022063 0.000000 0.950000
31.453598 1.022063 1.098384 0.910147
31.396105 1.022063 2.195429 0.832222
31.353008 1.022063 2.743033 0.799870
31.382473 2.015082 -2.745610 0.799870
31.425611 2.015082 -2.197493 0.832222
31.483158 2.015082 -1.099416 0.910147
31.502348 2.015082 0.000000 0.950000
31.483158 2.015082 1.099416 0.910147
31.425611 2.015082 2.197493 0.832222
31.382473 2.015082 2.745610 0.799870
31.380136 3.016460 -2.745406 0.799870
31.423271 3.016460 -2.197329 0.832222
31.480814 3.016460 -1.099334 0.910147
31.500002 3.016460 0.000000 0.950000
31.480814 3.016460 1.099334 0.910147
31.423271 3.016460 2.197329 0.832222
31.380136 3.016460 2.745406 0.799870
31.346020 4.019693 -2.742421 0.799870
31.389107 4.019693 -2.194940 0.832222
31.446589 4.019693 -1.098139 0.910147
31.465755 4.019693 0.000000 0.950000
31.446589 4.019693 1.098139 0.910147
31.389107 4.019693 2.194940 0.832222
31.346020 4.019693 2.742421 0.799870
31.366552 4.970052 -2.744218 0.799870
31.409668 4.970052 -2.196378 0.832222
31.467186 4.970052 -1.098858 0.910147
31.486366 4.970052 0.000000 0.950000
31.467186 4.970052 1.098858 0.910147
31.409668 4.970052 2.196378 0.832222
31.366552 4.970052 2.744218 0.799870
31.343864 6.002001 -2.742233 0.799870
31.386950 6.002001 -2.194789 0.832222
31.444426 6.002001 -1.098063 0.910147
31.463593 6.002001 0.000000 0.950000
31.444426 6.002001 1.098063 0.910147
31.386950 6.002001 2.194789 0.832222
31.343864 6.002001 2.742233 0.799870
31.377218 6.988501 -2.745151 0.799870
31.420349 6.988501 -2.197125 0.832222
31.477888 6.988501 -1.099232 0.910147
31.497074 6.988501 0.000000 0.950000
31.477888 6.988501 1.099232 0.910147
31.420349 6.988501 2.197125 0.832222
31.377218 6.988501 2.745151 0.799870
31.378248 7.987797 -2.745241 0.799870
31.421381 7.987797 -2.197197 0.832222
31.478920 7.987797 -1.099268 0.910147
31.498108 7.987797 0.000000 0.950000
31.478920 7.987797 1.099268 0.910147
31.421381 7.987797 2.197197 0.832222
31.378248 7.987797 2.745241 0.799870
31.346027 8.998894 -2.742422 0.799870
31.389114 8.998894 -2.194941 0.832222
31.446596 8.998894 -1.098139 0.910147
31.465763 8.998894 0.000000 0.950000
31.446596 8.998894 1.098139 0.910147
31.389114 8.998894 2.194941 0.832222
31.346027 8.998894 2.742422 0.799870
31.375698 9.972829 -2.745018 0.799870
31.418827 9.972829 -2.197018 0.832222
31.476362 9.972829 -1.099179 0.910147
31.495548 9.972829 0.000000 0.950000
31.476362 9.972829 1.099179 0.910147
31.418827 9.972829 2.197018 0.832222
31.375698 9.972829 2.745018 0.799870
31.371557 10.966462 -2.744656 0.799870
31.414680 10.966462 -2.196728 0.832222
31.472206 10.966462 -1.099034 0.910147
31.491390 10.966462 0.000000 0.950000
31.472206 10.966462 1.099034 0.910147
31.414680 10.966462 2.196728 0.832222
31.371557 10.966462 2.744656 0.799870
31.406208 12.000862 -2.747687 0.799870
31.449379 12.000862 -2.199155 0.832222
31.506969 12.000862 -1.100248 0.910147
31.526175 12.000862 0.000000 0.950000
31.506969 12.000862 1.100248 0.910147
31.449379 12.000862 2.199155 0.832222
31.406208 12.000862 2.747687 0.799870
31.363155 12.950632 -2.743921 0.799870
31.406265 12.950632 -2.196140 0.832222
31.463778 12.950632 -1.098739 0.910147
31.482956 12.950632 0.000000 0.950000
31.463778 12.950632 1.098739 0.910147
31.406265 12.950632 2.196140 0.832222
31.363155 12.950632 2.743921 0.799870
31.427902 13.980127 -2.749585 0.799870
31.471102 13.980127 -2.200674 0.832222
31.528732 13.980127 -1.101008 0.910147
31.547951 13.980127 0.000000 0.950000
31.528732 13.980127 1.101008 0.910147
31.471102 13.980127 2.200674 0.832222
31.427902 13.980127 2.749585 0.799870
31.385061 15.000098 -2.745837 0.799870
31.428202 15.000098 -2.197674 0.832222
31.485754 15.000098 -1.099507 0.910147
31.504946 15.000098 0.000000 0.950000
31.485754 15.000098 1.099507 0.910147
31.428202 15.000098 2.197674 0.832222
31.385061 15.000098 2.745837 0.799870
31.414822 15.991608 -2.748441 0.799870
31.458004 15.991608 -2.199758 0.832222
31.515612 15.991608 -1.100549 0.910147
31.534821 15.991608 0.000000 0.950000
31.515612 15.991608 1.100549 0.910147
31.458004 15.991608 2.199758 0.832222
31.414822 15.991608 2.748441 0.799870
31.408665 17.004827 -2.747902 0.799870
31.451839 17.004827 -2.199327 0.832222
31.509436 17.004827 -1.100334 0.910147
31.528641 17.004827 0.000000 0.950000
31.509436 17.004827 1.100334 0.910147
31.451839 17.004827 2.199327 0.832222
31.408665 17.004827 2.747902 0.799870
31.365013 18.038826 -2.744083 0.799870
31.408127 18.038826 -2.196270 0.832222
31.465643 18.038826 -1.098804 0.910147
31.484821 18.038826 0.000000 0.950000
31.465643 18.038826 1.098804 0.910147
31.408127 18.038826 2.196270 0.832222
31.365013 18.038826 2.744083 0.799870
31.328665 19.015793 -2.740903 0.799870
31.371729 19.015793 -2.193725 0.832222
31.429176 19.015793 -1.097531 0.910147
31.448334 19.015793 0.000000 0.950000
31.429176 19.015793 1.097531 0.910147
31.371729 19.015793 2.193725 0.832222
31.328665 19.015793 2.740903 0.799870
31.377338 19.965601 -2.745162 0.799870
31.420469 19.965601 -2.197133 0.832222
31.478008 19.965601 -1.099236 0.910147
31.497194 19.965601 0.000000 0.950000
31.478008 19.965601 1.099236 0.910147
31.420469 19.965601 2.197133 0.832222
31.377338 19.965601 2.745162 0.799870
31.337830 21.019253 -2.741705 0.799870
31.380907 21.019253 -2.194367 0.832222
31.438372 21.019253 -1.097852 0.910147
31.457535 21.019253 0.000000 0.950000
31.438372 21.019253 1.097852 0.910147
31.380907 21.019253 2.194367 0.832222
31.337830 21.019253 2.741705 0.799870
31.378674 22.055511 -2.745278 0.799870
31.421806 22.055511 -2.197227 0.832222
31.479347 22.055511 -1.099283 0.910147
31.498535 22.055511 0.000000 0.950000
31.479347 22.055511 1.099283 0.910147
31.421806 22.055511 2.197227 0.832222
31.378674 22.055511 2.745278 0.799870
32.641399 -22.943058 -2.855752 0.799870
32.559822 -22.854303 -2.276804 0.832222
32.619446 -22.854303 -1.139096 0.910147
32.639328 -22.854303 0.000000 0.950000
32.619446 -22.854303 1.139096 0.910147
32.559822 -22.854303 2.276804 0.832222
32.641399 -22.943058 2.855752 0.799870
32.373432 -21.969114 -2.832308 0.799870
32.417934 -21.969114 -2.266882 0.832222
32.477299 -21.969114 -1.134132 0.910147
32.497093 -21.969114 0.000000 0.950000
32.477299 -21.969114 1.134132 0.910147
32.417934 -21.969114 2.266882 0.832222
32.373432 -21.969114 2.832308 0.799870
32.386055 -20.967180 -2.833413 0.799870
32.430573 -20.967180 -2.267766 0.832222
32.489964 -20.967180 -1.134574 0.910147
32.509766 -20.967180 0.000000 0.950000
32.489964 -20.967180 1.134574 0.910147
32.430573 -20.967180 2.267766 0.832222
32.386055 -20.967180 2.833413 0.799870
32.360435 -19.992134 -2.831171 0.799870
32.404919 -19.992134 -2.265972 0.832222
32.464260 -19.992134 -1.133677 0.910147
32.484047 -19.992134 0.000000 0.950000
32.464260 -19.992134 1.133677 0.910147
32.404919 -19.992134 2.265972 0.832222
32.360435 -19.992134 2.831171 0.799870
